Subject,Condition,Session,Round,Raw_Arousal,Raw_Valence,Raw_Max_A,Raw_Min_A,Raw_Max_V,Raw_Min_V,Norm_Arousal,Norm_Valence,Norm_Max_A,Norm_Min_A,Norm_Max_V,Norm_Min_V,Move_Type,Delta_User,Delta_Agent,Agent Utility,Session_Key,Prev_Arousal,Prev_Valence,Prev_Move,Next_Arousal,Next_Valence,Delta_Arousal,Delta_Valence
S001,CL,1,16,-0.0336264558136463,-0.0414262823760509,0.3396068513393402,-1.0,0.6933074593544006,-1.0,0.442771874778294,0.1321909820079809,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Fortunate,0.0499999999999999,0.0749999999999999,0.7,S001_1_CL,0.442771874778294,0.1321909820079809,Selfish,,,,
S001,FC,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concession,-0.3,0.4,0.875,S001_2_FC,,,,0.0322611071169376,-0.0142784798517823,0.0322611071169376,-0.0142784798517823
S001,FC,2,3,0.0322611071169376,-0.0142784798517823,0.3396068513393402,-1.0,0.6933074593544006,-1.0,0.0322611071169376,-0.0142784798517823,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Selfish,0.375,-0.3,0.575,S001_2_FC,0.0,0.0,Concession,0.0322611071169376,-0.0142784798517823,0.0,0.0
S001,FC,2,4,0.0322611071169376,-0.0142784798517823,0.3396068513393402,-1.0,0.6933074593544006,-1.0,0.0322611071169376,-0.0142784798517823,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Concession,-0.2499999999999999,0.25,0.825,S001_2_FC,0.0322611071169376,-0.0142784798517823,Selfish,0.0648486614227294,-0.144621342420578,0.03258755430579179,-0.1303428625687957
S001,FC,2,5,0.0648486614227294,-0.144621342420578,0.3396068513393402,-1.0,0.6933074593544006,-1.0,0.0648486614227294,-0.144621342420578,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Selfish,0.1999999999999998,-0.2999999999999999,0.525,S001_2_FC,0.0322611071169376,-0.0142784798517823,Concession,0.0648486614227294,-0.144621342420578,0.0,0.0
S001,FC,2,6,0.0648486614227294,-0.144621342420578,0.3396068513393402,-1.0,0.6933074593544006,-1.0,0.0648486614227294,-0.144621342420578,0.3396068513393402,-1.0,0.6933074593544006,-1.0,Concession,-0.0999999999999998,0.25,0.775,S001_2_FC,0.0648486614227294,-0.144621342420578,Selfish,0.2168367356061935,-0.180964857339859,0.1519880741834641,-0.036343514919281006
S001,FC,2,7,0.2168367356061935,-0.180964857339859,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.2168367356061935,-0.180964857339859,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Selfish,0.1999999999999998,-0.175,0.6,S001_2_FC,0.0648486614227294,-0.144621342420578,Concession,0.2168367356061935,-0.180964857339859,0.0,0.0
S001,FC,2,8,0.2168367356061935,-0.180964857339859,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.2168367356061935,-0.180964857339859,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Concession,-0.3249999999999998,0.175,0.775,S001_2_FC,0.2168367356061935,-0.180964857339859,Selfish,0.0656467303633689,-0.1134638935327529,-0.15119000524282458,0.06750096380710612
S001,FC,2,9,0.0656467303633689,-0.1134638935327529,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.0656467303633689,-0.1134638935327529,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Selfish,0.1499999999999999,-0.2,0.575,S001_2_FC,0.2168367356061935,-0.180964857339859,Concession,0.0656467303633689,-0.1134638935327529,0.0,0.0
S001,FC,2,10,0.0656467303633689,-0.1134638935327529,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.0656467303633689,-0.1134638935327529,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Concession,-0.0499999999999999,0.15,0.725,S001_2_FC,0.0656467303633689,-0.1134638935327529,Selfish,0.0629668310284614,0.0900274589657783,-0.002679899334907504,0.20349135249853118
S001,FC,2,11,0.0629668310284614,0.0900274589657783,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.0629668310284614,0.0900274589657783,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Selfish,0.1749999999999999,-0.15,0.575,S001_2_FC,0.0656467303633689,-0.1134638935327529,Concession,0.0629668310284614,0.0900274589657783,0.0,0.0
S001,FC,2,12,0.0629668310284614,0.0900274589657783,0.4337462186813354,-1.0,0.6933074593544006,-1.0,0.0629668310284614,0.0900274589657783,0.4337462186813354,-1.0,0.6933074593544006,-1.0,Concession,-0.15,0.175,0.75,S001_2_FC,0.0629668310284614,0.0900274589657783,Selfish,0.2661212682723999,-0.0967877432703971,0.2031544372439385,-0.1868152022361754
S001,FC,2,13,0.2661212682723999,-0.0967877432703971,0.4466914534568786,-1.0,0.6933074593544006,-1.0,0.2661212682723999,-0.0967877432703971,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Selfish,0.1499999999999999,-0.1999999999999999,0.55,S001_2_FC,0.0629668310284614,0.0900274589657783,Concession,0.2661212682723999,-0.0967877432703971,0.0,0.0
S001,FC,2,14,0.2661212682723999,-0.0967877432703971,0.4466914534568786,-1.0,0.6933074593544006,-1.0,0.2661212682723999,-0.0967877432703971,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Concession,-0.0999999999999998,0.25,0.8,S001_2_FC,0.2661212682723999,-0.0967877432703971,Selfish,0.0835794359445571,-0.0807708352804184,-0.1825418323278428,0.016016907989978707
S001,FC,2,15,0.0835794359445571,-0.0807708352804184,0.4466914534568786,-1.0,0.6933074593544006,-1.0,0.0835794359445571,-0.0807708352804184,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Selfish,0.1249999999999998,-0.25,0.55,S001_2_FC,0.2661212682723999,-0.0967877432703971,Concession,0.0835794359445571,-0.0807708352804184,0.0,0.0
S001,FC,2,16,0.0835794359445571,-0.0807708352804184,0.4466914534568786,-1.0,0.6933074593544006,-1.0,0.0835794359445571,-0.0807708352804184,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Concession,-0.2999999999999998,0.1999999999999999,0.75,S001_2_FC,0.0835794359445571,-0.0807708352804184,Selfish,-0.0173131301999092,0.0541090704500675,-0.1008925661444663,0.1348799057304859
S001,FC,2,17,-0.0173131301999092,0.0541090704500675,0.4466914534568786,-1.0,0.6933074593544006,-1.0,-0.0173131301999092,0.0541090704500675,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Selfish,0.3249999999999998,-0.15,0.6,S001_2_FC,0.0835794359445571,-0.0807708352804184,Concession,-0.0173131301999092,0.0541090704500675,0.0,0.0
S001,FC,2,18,-0.0173131301999092,0.0541090704500675,0.4466914534568786,-1.0,0.6933074593544006,-1.0,-0.0173131301999092,0.0541090704500675,0.4466914534568786,-1.0,0.6933074593544006,-1.0,Concession,-0.1999999999999999,0.15,0.75,S001_2_FC,-0.0173131301999092,0.0541090704500675,Selfish,,,,
S002,CL,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concession,-0.3999999999999999,0.475,0.875,S002_2_CL,,,,-0.0269503623906229,-0.2680244736377162,-0.0269503623906229,-0.2680244736377162
S002,CL,2,3,-0.3708928525447845,-0.3622749149799347,0.2930628061294555,-1.0,0.7424765229225159,-1.0,-0.0269503623906229,-0.2680244736377162,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Selfish,0.4249999999999999,-0.4,0.475,S002_2_CL,0.0,0.0,Concession,-0.0269503623906229,-0.2680244736377162,0.0,0.0
S002,CL,2,4,-0.3708928525447845,-0.3622749149799347,0.2930628061294555,-1.0,0.7424765229225159,-1.0,-0.0269503623906229,-0.2680244736377162,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Concession,-0.3499999999999998,0.3,0.775,S002_2_CL,-0.0269503623906229,-0.2680244736377162,Selfish,0.4849848188397212,0.1063807033306019,0.5119351812303441,0.3744051769683181
S002,CL,2,5,-0.0399106815457344,-0.0360787995159626,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.4849848188397212,0.1063807033306019,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Selfish,0.2999999999999999,-0.2,0.575,S002_2_CL,-0.0269503623906229,-0.2680244736377162,Concession,0.4849848188397212,0.1063807033306019,0.0,0.0
S002,CL,2,6,-0.0399106815457344,-0.0360787995159626,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.4849848188397212,0.1063807033306019,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Concession,-0.375,0.3,0.875,S002_2_CL,0.4849848188397212,0.1063807033306019,Selfish,0.4455540782393505,0.0728962996903765,-0.03943074060037072,-0.033484403640225396
S002,CL,2,7,-0.0654038935899734,-0.0652516931295394,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.4455540782393505,0.0728962996903765,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Selfish,0.35,-0.35,0.525,S002_2_CL,0.4849848188397212,0.1063807033306019,Concession,0.4455540782393505,0.0728962996903765,0.0,0.0
S002,CL,2,8,-0.0654038935899734,-0.0652516931295394,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.4455540782393505,0.0728962996903765,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Concession,-0.3500000000000001,0.3249999999999999,0.85,S002_2_CL,0.4455540782393505,0.0728962996903765,Selfish,0.437479066786872,0.050486669502415,-0.00807501145247852,-0.0224096301879615
S002,CL,2,9,-0.0706246420741081,-0.0847758203744888,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.437479066786872,0.050486669502415,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Selfish,0.3,-0.25,0.6,S002_2_CL,0.4455540782393505,0.0728962996903765,Concession,0.437479066786872,0.050486669502415,0.0,0.0
S002,CL,2,10,-0.0706246420741081,-0.0847758203744888,0.2930628061294555,-1.0,0.7424765229225159,-1.0,0.437479066786872,0.050486669502415,0.2930628061294555,-1.0,0.7424765229225159,-1.0,Concession,-0.35,0.2249999999999999,0.825,S002_2_CL,0.437479066786872,0.050486669502415,Selfish,0.1180000954242141,0.1197652266904647,-0.3194789713626579,0.0692785571880497
S002,CL,2,11,-0.0259424168616533,-0.0244045462459325,0.7425,-1.0,0.7425,-1.0,0.1180000954242141,0.1197652266904647,0.7425,-1.0,0.7425,-1.0,Selfish,0.3,-0.0749999999999999,0.75,S002_2_CL,0.437479066786872,0.050486669502415,Concession,0.1180000954242141,0.1197652266904647,0.0,0.0
S002,CL,2,12,-0.0259424168616533,-0.0244045462459325,0.7425,-1.0,0.7425,-1.0,0.1180000954242141,0.1197652266904647,0.7425,-1.0,0.7425,-1.0,Unfortunate,-0.0499999999999999,-0.05,0.7,S002_2_CL,0.1180000954242141,0.1197652266904647,Selfish,,,,
S002,FC,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concession,-0.4749999999999998,0.375,0.875,S002_1_FC,,,,0.0218152068555355,0.0552431978285312,0.0218152068555355,0.0552431978285312
S002,FC,1,3,0.0218152068555355,0.0552431978285312,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.084030769765377,0.0218152068555355,0.0552431978285312,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.084030769765377,Selfish,0.2,-0.475,0.4,S002_1_FC,0.0,0.0,Concession,0.0218152068555355,0.0552431978285312,0.0,0.0
S002,FC,1,4,0.0218152068555355,0.0552431978285312,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.084030769765377,0.0218152068555355,0.0552431978285312,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.084030769765377,Concession,-0.3000000000000001,0.525,0.925,S002_1_FC,0.0218152068555355,0.0552431978285312,Selfish,0.0070045194588601,0.0858318656682968,-0.0148106873966754,0.030588667839765597
S002,FC,1,5,0.0070045194588601,0.0858318656682968,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.1351471245288849,0.0070045194588601,0.0858318656682968,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.1351471245288849,Selfish,0.15,-0.025,0.9,S002_1_FC,0.0218152068555355,0.0552431978285312,Concession,0.0070045194588601,0.0858318656682968,0.0,0.0
S002,FC,1,6,0.0070045194588601,0.0858318656682968,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.1351471245288849,0.0070045194588601,0.0858318656682968,0.2930628061294555,-0.291303426027298,0.7424765229225159,-0.1351471245288849,Selfish,0.025,-0.125,0.775,S002_1_FC,0.0070045194588601,0.0858318656682968,Selfish,,,,
S003,CL,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concession,-0.425,0.45,0.875,S003_2_CL,,,,0.0333495232444303,-0.0310566140370726,0.0333495232444303,-0.0310566140370726
S003,CL,2,3,0.0178322978317737,0.0191769879311323,0.565696656703949,-0.5678347945213318,0.6460041403770447,-0.5698886513710022,0.0333495232444303,-0.0310566140370726,0.565696656703949,-0.5678347945213318,0.6460041403770447,-0.5698886513710022,Selfish,0.2999999999999999,-0.2249999999999999,0.65,S003_2_CL,0.0,0.0,Concession,0.0333495232444303,-0.0310566140370726,0.0,0.0
S003,CL,2,4,0.0178322978317737,0.0191769879311323,0.565696656703949,-0.5678347945213318,0.6460041403770447,-0.5698886513710022,0.0333495232444303,-0.0310566140370726,0.565696656703949,-0.5678347945213318,0.6460041403770447,-0.5698886513710022,Concession,-0.1999999999999998,0.125,0.775,S003_2_CL,0.0333495232444303,-0.0310566140370726,Selfish,-0.1674610629376408,-0.1887394316321526,-0.2008105861820711,-0.15768281759508
S003,CL,2,5,0.0085255820304155,-0.0074260211549699,0.8167500000000001,-0.5678347945213318,0.8167500000000001,-0.5698886513710022,-0.1674610629376408,-0.1887394316321526,0.8167500000000001,-0.5678347945213318,0.8167500000000001,-0.5698886513710022,Selfish,0.1249999999999998,-0.4,0.375,S003_2_CL,0.0333495232444303,-0.0310566140370726,Concession,-0.1674610629376408,-0.1887394316321526,0.0,0.0
S003,CL,2,6,0.0085255820304155,-0.0074260211549699,0.8167500000000001,-0.5678347945213318,0.8167500000000001,-0.5698886513710022,-0.1674610629376408,-0.1887394316321526,0.8167500000000001,-0.5678347945213318,0.8167500000000001,-0.5698886513710022,Fortunate,0.0250000000000001,0.4,0.775,S003_2_CL,-0.1674610629376408,-0.1887394316321526,Selfish,0.0741024561461152,0.0948408037748069,0.241563519083756,0.2835802354069595
S003,CL,2,7,-0.0243121813982725,-0.0054739848710596,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0741024561461152,0.0948408037748069,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.1499999999999999,-0.2,0.575,S003_2_CL,-0.1674610629376408,-0.1887394316321526,Fortunate,0.0741024561461152,0.0948408037748069,0.0,0.0
S003,CL,2,8,-0.0243121813982725,-0.0054739848710596,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0741024561461152,0.0948408037748069,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Concession,-0.2249999999999999,0.2250000000000001,0.8,S003_2_CL,0.0741024561461152,0.0948408037748069,Selfish,0.0987288641916501,0.100870955955628,0.024626408045534898,0.006030152180821105
S003,CL,2,9,-0.0019421679899096,3.654616193671245e-06,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0987288641916501,0.100870955955628,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.2249999999999998,-0.25,0.55,S003_2_CL,0.0741024561461152,0.0948408037748069,Concession,0.0987288641916501,0.100870955955628,0.0,0.0
S003,CL,2,10,-0.0019421679899096,3.654616193671245e-06,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0987288641916501,0.100870955955628,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Concession,-0.2999999999999998,0.2249999999999999,0.775,S003_2_CL,0.0987288641916501,0.100870955955628,Selfish,0.1141916312245534,0.1173362396549813,0.015462767032903307,0.016465283699353295
S003,CL,2,11,0.0121038230136036,0.0149603066965937,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.1141916312245534,0.1173362396549813,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.3499999999999998,-0.175,0.6,S003_2_CL,0.0987288641916501,0.100870955955628,Concession,0.1141916312245534,0.1173362396549813,0.0,0.0
S003,CL,2,12,0.0121038230136036,0.0149603066965937,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.1141916312245534,0.1173362396549813,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Concession,-0.3249999999999998,0.15,0.75,S003_2_CL,0.1141916312245534,0.1173362396549813,Selfish,0.0025411684312632,-0.0178166023717386,-0.1116504627932902,-0.1351528420267199
S003,CL,2,13,-0.0893166661262512,-0.1078091561794281,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0025411684312632,-0.0178166023717386,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.1999999999999999,-0.275,0.475,S003_2_CL,0.1141916312245534,0.1173362396549813,Concession,0.0025411684312632,-0.0178166023717386,0.0,0.0
S003,CL,2,14,-0.0893166661262512,-0.1078091561794281,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0025411684312632,-0.0178166023717386,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Concession,-0.0999999999999999,0.25,0.725,S003_2_CL,0.0025411684312632,-0.0178166023717386,Selfish,0.0545785946778423,0.0605928157044191,0.052037426246579095,0.0784094180761577
S003,CL,2,15,-0.042047169059515,-0.0365840010344982,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0545785946778423,0.0605928157044191,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.1249999999999998,-0.025,0.7,S003_2_CL,0.0025411684312632,-0.0178166023717386,Concession,-0.0777277595422382,-0.1093189922703892,-0.1323063542200805,-0.16991180797480832
S003,CL,2,17,-0.1622309535741806,-0.1909276396036148,0.8167500000000001,-1.0,0.8167500000000001,-1.0,-0.0777277595422382,-0.1093189922703892,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Selfish,0.1499999999999999,-0.1999999999999999,0.5,S003_2_CL,0.0545785946778423,0.0605928157044191,Selfish,-0.0777277595422382,-0.1093189922703892,0.0,0.0
S003,CL,2,18,-0.1622309535741806,-0.1909276396036148,0.8167500000000001,-1.0,0.8167500000000001,-1.0,-0.0777277595422382,-0.1093189922703892,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Concession,-0.1749999999999999,0.15,0.65,S003_2_CL,-0.0777277595422382,-0.1093189922703892,Selfish,0.0515475463420993,0.0480239743360941,0.1292753058843375,0.1573429666064833
S003,CL,2,19,-0.0448004975914955,-0.0480012223124504,0.8167500000000001,-1.0,0.8167500000000001,-1.0,0.0515475463420993,0.0480239743360941,0.8167500000000001,-1.0,0.8167500000000001,-1.0,Fortunate,0.0999999999999999,0.15,0.8,S003_2_CL,-0.0777277595422382,-0.1093189922703892,Concession,,,,
S003,FC,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concession,-0.3500000000000001,0.35,0.875,S003_1_FC,,,,0.1160867661237716,-0.1875808835029602,0.1160867661237716,-0.1875808835029602
S003,FC,1,3,0.1160867661237716,-0.1875808835029602,0.565696656703949,-0.1716920584440231,0.5541753768920898,-0.5698886513710022,0.1160867661237716,-0.1875808835029602,0.565696656703949,-0.1716920584440231,0.5541753768920898,-0.5698886513710022,Selfish,0.2249999999999999,-0.5,0.375,S003_1_FC,0.0,0.0,Concession,0.1160867661237716,-0.1875808835029602,0.0,0.0
S003,FC,1,4,0.1160867661237716,-0.1875808835029602,0.565696656703949,-0.1716920584440231,0.5541753768920898,-0.5698886513710022,0.1160867661237716,-0.1875808835029602,0.565696656703949,-0.1716920584440231,0.5541753768920898,-0.5698886513710022,Concession,-0.2249999999999999,0.5,0.875,S003_1_FC,0.1160867661237716,-0.1875808835029602,Selfish,0.0342236198484897,-0.0126036321744322,-0.0818631462752819,0.174977251328528
S003,FC,1,5,0.0342236198484897,-0.0126036321744322,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,0.0342236198484897,-0.0126036321744322,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,Selfish,0.35,-0.175,0.7,S003_1_FC,0.1160867661237716,-0.1875808835029602,Concession,0.0342236198484897,-0.0126036321744322,0.0,0.0
S003,FC,1,6,0.0342236198484897,-0.0126036321744322,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,0.0342236198484897,-0.0126036321744322,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,Concession,-0.0499999999999999,0.1,0.8,S003_1_FC,0.0342236198484897,-0.0126036321744322,Selfish,0.0421481654047966,-0.0274296719580888,0.007924545556306901,-0.014826039783656599
S003,FC,1,7,0.0421481654047966,-0.0274296719580888,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,0.0421481654047966,-0.0274296719580888,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,Selfish,0.0249999999999999,-0.15,0.65,S003_1_FC,0.0342236198484897,-0.0126036321744322,Concession,0.0421481654047966,-0.0274296719580888,0.0,0.0
S003,FC,1,8,0.0421481654047966,-0.0274296719580888,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,0.0421481654047966,-0.0274296719580888,0.565696656703949,-0.3497691750526428,0.5541753768920898,-0.5698886513710022,Concession,-0.1999999999999998,0.125,0.775,S003_1_FC,0.0421481654047966,-0.0274296719580888,Selfish,-0.1993329524993896,0.0809983387589454,-0.2414811179041862,0.1084280107170342
S003,FC,1,9,-0.1993329524993896,0.0809983387589454,0.565696656703949,-0.5678347945213318,0.5541753768920898,-0.5698886513710022,-0.1993329524993896,0.0809983387589454,0.565696656703949,-0.5678347945213318,0.5541753768920898,-0.5698886513710022,Selfish,0.1499999999999998,-0.175,0.6,S003_1_FC,0.0421481654047966,-0.0274296719580888,Concession,-0.1993329524993896,0.0809983387589454,0.0,0.0
