Subject_ID,Session_ID,Round_ID,Condition,Agent_Utility,Human_Utility,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Bidder,Agent_Move,User_Move,Scaled_Time,Norm_Arousal,Norm_Valence
51,2,3,CL,0.4,0.85,-0.0027289460413157,0.0104602016508579,0.746477484703064,-0.6110227704048157,0.6754582524299622,-0.8920132517814636,Human,,unfortunate,0.08731,-0.1038030054511346,0.1515022136065484
51,2,4,CL,0.925,0.4,-0.0027289460413157,0.0104602016508579,0.746477484703064,-0.6110227704048157,0.6754582524299622,-0.8920132517814636,Agent,selfish,,0.09842111111111111,-0.1038030054511346,0.1515022136065484
51,2,5,CL,0.6,0.7,-0.0293997582048177,-0.038782525807619,0.746477484703064,-1.0,0.6754582524299622,-1.0,Human,,concession,0.1850877777777778,0.1114947089743945,0.147408445180059
51,2,6,CL,0.9,0.55,-0.0293997582048177,-0.038782525807619,0.746477484703064,-1.0,0.6754582524299622,-1.0,Agent,concession,,0.1928633333333333,0.1114947089743945,0.147408445180059
51,2,7,CL,0.7,0.475,-0.0183986388146877,-0.0356547683477401,0.746477484703064,-1.0,0.6754582524299622,-1.0,Human,,concession,0.2328644444444445,0.124092775066269,0.1511420594976258
51,2,8,CL,0.85,0.525,-0.0183986388146877,-0.0356547683477401,0.746477484703064,-1.0,0.6754582524299622,-1.0,Agent,unfortunate,,0.2495277777777778,0.124092775066269,0.1511420594976258
52,1,1,FC,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.05047555555555556,0.0,0.0
52,1,2,FC,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.05716444444444444,0.0,0.0
52,1,3,FC,0.45,0.975,-0.0154039282351732,0.2345536351203918,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Human,,selfish,0.1049488888888889,-0.0154039282351732,0.2345536351203918
52,1,4,FC,0.95,0.6,-0.0154039282351732,0.2345536351203918,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Agent,fortunate,,0.1160466666666667,-0.0154039282351732,0.2345536351203918
52,1,5,FC,0.475,0.65,0.1494013667106628,0.1714800149202346,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Human,,concession,0.1482755555555555,0.1494013667106628,0.1714800149202346
52,1,6,FC,0.95,0.475,0.1494013667106628,0.1714800149202346,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Agent,selfish,,0.1560533333333333,0.1494013667106628,0.1714800149202346
52,1,7,FC,0.7,0.725,-0.0247250031679868,0.2280658036470413,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Human,,fortunate,0.1793911111111111,-0.0247250031679868,0.2280658036470413
52,1,8,FC,0.825,0.6,-0.0247250031679868,0.2280658036470413,0.3500827848911285,-0.605427622795105,0.6320098042488098,-0.2584695816040039,Agent,concession,,0.1949366666666667,-0.0247250031679868,0.2280658036470413
52,2,1,CL,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,,,0.03239333333333334,0.0,0.0
52,2,2,CL,0.875,0.375,0.0,0.0,0.0,0.0,0.0,0.0,Agent,,,0.03905888888888889,0.0,0.0
52,2,3,CL,0.425,0.775,0.0638304501771926,0.0622700303792953,0.3500827848911285,-0.6707011317141852,0.6485762000083923,-0.6707011317141852,Human,,unfortunate,0.06574333333333333,0.4391519496782681,0.1111707060659366
52,2,4,CL,0.95,0.475,0.0638304501771926,0.0622700303792953,0.3500827848911285,-0.6707011317141852,0.6485762000083923,-0.6707011317141852,Agent,fortunate,,0.07684666666666666,0.4391519496782681,0.1111707060659366
52,2,5,CL,0.375,0.725,-0.0664391815662384,-0.0854209586977958,0.7425,-0.675,0.7425,-0.675,Human,,unfortunate,0.1168588888888889,-0.1413603972715885,-0.1681424461344561
52,2,6,CL,0.8,0.65,-0.0664391815662384,-0.0854209586977958,0.7425,-0.675,0.7425,-0.675,Agent,concession,,0.1346388888888889,-0.1413603972715885,-0.1681424461344561
