Subject_ID,Session_ID,Condition,Agent_Utility,Human_Utility,Agreement_Rounds,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Norm_Arousal,Norm_Valence,Concession_Rate,Nice_Rate,Fortunate_Rate,Unfortunate_Rate,Selfish_Rate,Silent_Rate
54,1,FC,0.75,0.75,9,0.028266470331479523,0.023324947585077846,0.6199333737878239,-0.4893262175952687,0.6199333737878239,-0.4893262175952687,0.021149900741875147,0.018738690556751383,0.375,0.125,0.0,0.375,0.125,0.0
54,2,CL,0.675,0.8,3,-0.10547262554367386,-0.11690236876408261,0.4975880781809489,-0.5227780342102051,0.4975880781809489,-0.5227780342102051,-0.024936137395542735,-0.12298078790523964,0.0,0.5,0.0,0.0,0.5,0.0
55,1,CL,0.7,0.85,11,-0.04079853725575265,-0.04132299834773654,0.7010384854816255,-0.8048027779374803,0.7010384854816255,-0.8048027779374803,0.05913720638585888,0.0015194845671855169,0.2,0.1,0.3,0.1,0.3,0.0
55,2,FC,0.65,0.8,10,-0.07838047232086721,0.07781965786125511,0.7117387150463305,-0.8947368421052632,0.7117387150463305,-0.8947368421052632,-0.09151341668330133,0.08821591279120185,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0
56,1,FC,0.7,0.85,4,-0.0483616990968585,-0.007791083306074132,0.5626722872257233,-0.4638907313346863,0.5626722872257233,-0.4638907313346863,0.22396107518371028,0.39920343910701883,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
56,2,CL,0.6,0.775,12,-0.07783334694154885,-0.0811044991461803,0.6849923496660979,-0.9130434782608695,0.6849923496660979,-0.9130434782608695,0.0750439409166574,-0.045824160333722774,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0
57,1,FC,0.85,0.65,3,-0.043410205096006384,-0.040688980650156734,0.3918933391571045,-0.29347717165946957,0.3918933391571045,-0.29347717165946957,-0.0290331579744816,-0.032800082582980394,0.5,0.0,0.0,0.0,0.5,0.0
57,2,CL,0.775,0.575,4,0.13811210516308034,0.13070250502122302,0.5048301615033831,-0.5286796055521282,0.5048301615033831,-0.5286796055521282,0.2103337124024595,0.17526594073921872,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
58,1,FC,0.625,0.8,14,-0.052525684370526245,0.04137851730255144,0.5609456428459713,-0.5651439215455737,0.5609456428459713,-0.5651439215455737,-0.0525256843705262,0.04137851730255143,0.15384615384615385,0.0,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.0
58,2,CL,0.675,0.8,11,-0.01269646610175683,-0.010588027050041339,0.5647434429688887,-0.9090909090909091,0.5647434429688887,-0.9090909090909091,0.23822186283041272,0.1993386789611863,0.0,0.1,0.2,0.3,0.3,0.1
59,1,CL,0.7,0.85,10,-0.05068856254220009,-0.04956427658908069,0.45990158915519713,-0.9,0.45990158915519713,-0.9,0.43108516174761796,0.22565814640353057,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0
59,2,FC,0.675,0.8,11,-0.024860682737891607,0.003820379486396202,0.46512887307575773,-0.9047619047619048,0.46512887307575773,-0.9047619047619048,-0.025932706867355215,-0.0035233363001183817,0.1,0.2,0.1,0.4,0.2,0.0
60,1,FC,0.775,0.45,3,-0.040951135009527205,-0.07876163870096209,0.4209618330001831,-0.2628472030162811,0.4209618330001831,-0.2628472030162811,0.22797360050223892,0.2517044039291677,0.5,0.0,0.0,0.5,0.0,0.0
60,2,CL,0.775,0.75,2,-0.031202077865600586,-0.030749407907327015,0.23386768500010172,-0.14602622389793396,0.23386768500010172,-0.14602622389793396,0.100283275047938,-0.0991985276341438,1.0,0.0,0.0,0.0,0.0,0.0
61,1,FC,0.675,0.8,12,0.009683979866470812,0.12358412140747532,0.6257880429426829,-0.17149599269032476,0.6257880429426829,-0.17149599269032476,0.009683979866470781,0.12358412140747532,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.0
61,2,CL,0.7,0.85,5,0.09030033722519874,0.0897168445400894,0.546142292022705,-0.19064587354660031,0.546142292022705,-0.19064587354660031,0.2637362010360785,-0.19116781471090524,0.25,0.0,0.0,0.25,0.5,0.0
62,1,FC,0.725,0.725,6,-0.06213967197320677,0.07302592897957022,0.5750505436550487,-0.38010878725485375,0.5750505436550487,-0.38010878725485375,-0.06064126019676522,0.09304223768413064,0.4,0.0,0.2,0.2,0.2,0.0
62,2,CL,0.75,0.5,4,0.08502103068998883,0.08487778795616967,0.5020282523972648,-0.40832994665418354,0.5020282523972648,-0.40832994665418354,0.21873284379965416,0.06268153336861912,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
63,1,CL,0.7,0.85,8,-0.02953021468420048,-0.03397039201809095,0.7638153061270714,-0.875,0.7638153061270714,-0.875,0.40963696432512103,0.02308888681090915,0.5714285714285714,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0
63,2,FC,0.7,0.85,10,-0.02583698518574238,0.009367336588911706,0.7856386005878448,-0.9,0.7856386005878448,-0.9,-0.02583698518574235,0.00936733658891169,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0
64,1,FC,0.75,0.775,4,0.08987137116491796,-0.1591326855123043,0.2431857436895371,-0.41036510467529297,0.2431857436895371,-0.41036510467529297,0.08987137116491793,-0.1591326855123043,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
64,2,CL,0.8,0.8,2,-0.06421004980802535,-0.06103209778666495,0.375,-0.2735767364501953,0.375,-0.2735767364501953,-0.029387037696524097,-0.17229068401861836,0.0,0.0,0.0,1.0,0.0,0.0
65,1,FC,0.75,0.75,6,-0.026023538952524013,0.14086802456189285,0.6651870987632058,-0.4928826960650357,0.6651870987632058,-0.4928826960650357,-0.0355568683395783,0.11578492587432265,0.2,0.0,0.4,0.2,0.0,0.2
65,2,CL,0.75,0.775,17,-0.006305587633202477,-0.008511206290374197,0.805793538238063,-0.9126081377087216,0.805793538238063,-0.9126081377087216,0.15067150742504587,0.05051150738731744,0.25,0.0625,0.125,0.25,0.3125,0.0
66,1,FC,0.75,0.75,5,-0.017569855973124503,0.13128177225589752,0.5832676410675048,-0.18666404783725737,0.5832676410675048,-0.18666404783725737,-0.0175698559731245,0.13128177225589752,0.25,0.0,0.25,0.5,0.0,0.0
66,2,CL,0.85,0.7,8,0.029840773262549185,0.03978514671325683,0.7146562500000001,-0.81834375,0.7146562500000001,-0.81834375,0.08733960301195955,0.09655290472608384,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.0
