Subject_ID,Session_ID,Condition,Agent_Utility,Human_Utility,Agreement_Rounds,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Norm_Arousal,Norm_Valence,Concession_Rate,Nice_Rate,Fortunate_Rate,Unfortunate_Rate,Selfish_Rate,Silent_Rate
44,1,CL,0.775,0.75,4,0.11146774888038635,0.10924654267728329,0.5239849984645844,-0.3437302178144455,0.5239849984645844,-0.3437302178144455,0.19058750917900116,0.0070014996039861055,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
44,2,FC,0.625,0.775,7,-0.013700956744807107,0.17507338098117284,0.6233529618808201,-0.5207142857142857,0.6233529618808201,-0.5207142857142857,-0.013700956744807086,0.1750733809811728,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0
45,1,CL,0.7,0.725,4,0.03692580759525299,0.03817011136561632,0.5109177678823471,-0.34832082688808436,0.5109177678823471,-0.34832082688808436,-0.07481509307257751,-0.0752905410569422,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
45,2,FC,0.8,0.8,8,0.012855759821832177,0.08850210974924266,0.5960707291960716,-0.4297880071548704,0.5960707291960716,-0.4297880071548704,0.012855759821832175,0.08850210974924262,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0
46,1,FC,0.775,0.75,6,-0.022855866700410846,-0.09418059485809256,0.473716805378596,-0.5201628307501475,0.473716805378596,-0.5201628307501475,-0.02285586670041083,-0.09418059485809255,0.4,0.0,0.0,0.0,0.6,0.0
46,2,CL,0.8,0.8,5,-0.1453160300850868,-0.14309749603271488,0.45476813316345216,-0.8,0.45476813316345216,-0.8,0.09185211320169412,0.03764002174475223,0.5,0.0,0.25,0.0,0.25,0.0
47,1,FC,0.675,0.8,5,0.01651506242342294,-0.0667163845565584,0.2737605770428975,-0.4360264009899563,0.2737605770428975,-0.4360264009899563,0.007816200261004276,-0.08574999421834946,0.25,0.0,0.0,0.25,0.5,0.0
47,2,CL,0.7,0.85,12,-0.0473832060461459,-0.04724469756626565,0.7235793857934785,-0.8258364866090859,0.7235793857934785,-0.8258364866090859,0.006710437497092996,0.006911066190962591,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.45454545454545453,0.0
48,1,FC,0.75,0.75,9,-0.0062954611688231426,0.3045148683918847,0.5575218730502658,-0.08521044916576809,0.5575218730502658,-0.08521044916576809,-0.006295461168823144,0.3045148683918847,0.375,0.0,0.0,0.25,0.25,0.125
48,2,CL,0.75,0.775,8,0.23131176034609477,0.23398110568523406,0.6040406238301596,-0.2320701323250929,0.6040406238301596,-0.2320701323250929,0.3608385180885967,0.0727898833529806,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857
49,1,FC,0.625,0.775,8,0.0372769221663475,-0.11046230942010879,0.5423054615656535,-0.5352209329605102,0.5423054615656535,-0.5352209329605102,0.04080707440152761,-0.12014841055497527,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285
49,2,CL,0.775,0.55,6,-0.043718760663812806,-0.052214631641452965,0.5119666944850575,-0.8181818181818182,0.5119666944850575,-0.8181818181818182,0.17048880400740266,0.12258727017061775,0.6,0.0,0.0,0.2,0.0,0.2
50,1,FC,0.7,0.85,4,0.002071350347250686,-0.05429172609001396,0.5763552635908127,-0.4656442254781723,0.5763552635908127,-0.4656442254781723,0.0020713503472507,-0.05429172609001398,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
50,2,CL,0.65,0.8,10,-0.15111069498877777,-0.14724570949022708,0.7307763157894739,-0.8947368421052632,0.7307763157894739,-0.8947368421052632,-0.11254324169914846,-0.10847626025933949,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111
51,1,FC,0.7,0.725,4,0.18235856780250156,-0.22194016192640578,0.4824701803071158,-0.6371523227010455,0.4824701803071158,-0.6371523227010455,0.15908146754372865,-0.20849191024899483,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
51,2,CL,0.85,0.525,4,-0.012631835765205324,-0.015994273126125336,0.5065936893224716,-0.7230033129453659,0.5065936893224716,-0.7230033129453659,0.03294611964738222,0.11251317957105829,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
52,1,FC,0.825,0.6,4,0.027318108826875673,0.15852486342191696,0.47400735318660736,-0.19385218620300293,0.47400735318660736,-0.19385218620300293,0.027318108826875697,0.1585248634219169,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
52,2,CL,0.775,0.75,5,0.10249592488010724,0.09591531463795239,0.5813780444463094,-0.554367968800913,0.5813780444463094,-0.554367968800913,0.18228224920398278,0.1079584715499163,0.0,0.0,0.25,0.5,0.0,0.25
53,1,CL,0.8,0.8,3,0.045047813281416896,0.03650826998054981,0.4900500000000001,-0.26591119766235355,0.4900500000000001,-0.26591119766235355,-0.11874445347071481,-0.14328840980193894,0.5,0.0,0.5,0.0,0.0,0.0
53,2,FC,0.825,0.6,7,0.06388716492801906,0.08809668118400234,0.7000714285714287,-0.37987313951764795,0.7000714285714287,-0.37987313951764795,0.06388716492801902,0.08809668118400231,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
