Subject_ID,Session_ID,Condition,Agent_Utility,Human_Utility,Agreement_Rounds,Raw_Arousal,Raw_Valence,Max_Arousal,Min_Arousal,Max_Valence,Min_Valence,Norm_Arousal,Norm_Valence,Concession_Rate,Nice_Rate,Fortunate_Rate,Unfortunate_Rate,Selfish_Rate,Silent_Rate,Nash_Distance
11,1,CL,0.8,0.8,7,0.1437914624278034,0.1474888090576444,0.6933091716985194,-0.3275765773951388,0.6933091716985194,-0.3275765773951388,0.1586452498363733,-0.051831638066352,0.3333333333333333,0.0,0.1666666666666666,0.0,0.5,0.0,0.0
11,2,FC,0.65,0.825,9,-0.0945066921412944,0.0669836695823404,0.7260000000000002,-0.8888888888888888,0.7260000000000002,-0.8888888888888888,-0.0945066921412944,0.0669836695823404,0.125,0.125,0.125,0.25,0.25,0.125,0.1520690632574555
12,1,FC,0.8,0.8,10,0.1144515294581651,-0.1796327143907547,0.6137493431568146,-0.4525054037570953,0.6137493431568146,-0.4525054037570953,0.1144515294581651,-0.1796327143907547,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0
12,2,CL,0.7,0.85,8,0.1189874535775743,0.1205040012719109,0.6809546786546707,-0.4667069058418274,0.6809546786546707,-0.4667069058418274,0.124283736019778,0.016287355694117,0.0,0.0,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.0,0.11180339887498954
13,1,CL,0.7,0.85,14,-0.0504335757200519,-0.0480675046090726,0.5122132433329738,-0.8735208708773712,0.5122132433329738,-0.8735208708773712,0.4310851617476179,0.2256581464035305,0.3846153846153846,0.0,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.11180339887498954
13,2,FC,0.7,0.85,7,-0.0299466985922593,-0.1237736642360687,0.5628708837553276,-0.8461538461538461,0.5628708837553276,-0.8461538461538461,-0.0259327068673552,-0.0035233363001183,0.5,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.11180339887498954
14,1,CL,0.85,0.65,4,0.033403544453904,0.0300864363089203,0.5199294352531434,-0.5525,0.5199294352531434,-0.5525,0.0039042508232898,0.056113613053833,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.15811388300841897
14,2,FC,0.85,0.65,9,0.1101272731191582,-0.1882250110308329,0.6603055000305176,-0.8888888888888888,0.6603055000305176,-0.8888888888888888,0.1101272731191581,-0.1882250110308329,0.125,0.0,0.25,0.25,0.375,0.0,0.15811388300841897
15,1,FC,0.7,0.7,9,0.0573539850028122,-0.1399617552318993,0.4188045333413516,-0.6784662709516638,0.4188045333413516,-0.6784662709516638,0.0473846993926498,-0.1442560220344198,0.5,0.0,0.125,0.125,0.25,0.0,0.14142135623730964
15,2,CL,0.825,0.6,9,-0.0629594865090706,-0.0602732652469592,0.4301709796142577,-0.8823529411764706,0.4301709796142577,-0.8823529411764706,0.0732036140786557,0.2185135416907482,0.25,0.0,0.375,0.125,0.25,0.0,0.20155644370746378
16,1,CL,0.75,0.775,3,0.0742580484598875,0.0749820888042449,0.441045,-0.3155880030750889,0.441045,-0.3155880030750889,-0.0073475724552367,-0.0069615722106819,1.0,0.0,0.0,0.0,0.0,0.0,0.05590169943749479
16,2,FC,0.7,0.85,15,6.526236518703563e-05,0.1286840008507515,0.6843801724137928,-0.4897055220130692,0.6843801724137928,-0.4897055220130692,0.0011976902994016,0.1276821947346131,0.2857142857142857,0.0,0.1428571428571428,0.2142857142857142,0.3571428571428571,0.0,0.11180339887498954
17,1,CL,0.725,0.7,3,0.0042828878387808,0.0045061752200126,0.3015378355979919,-0.121161675453186,0.3015378355979919,-0.121161675453186,0.2620751957389378,0.2924044664673862,0.5,0.0,0.0,0.5,0.0,0.0,0.1250000000000001
17,2,FC,0.7,0.725,12,-0.0175244876224061,0.0453015029754327,0.5784116128216619,-0.4023973682652349,0.5784116128216619,-0.4023973682652349,0.0165056461235508,-0.1522728271782398,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.4545454545454545,0.1818181818181818,0.0,0.1250000000000001
18,1,CL,0.7,0.85,5,0.0237399069592356,0.016501038102433,0.6385500000000001,-0.4141310438485789,0.6385500000000001,-0.4141310438485789,-0.1333370762331957,-0.1443173959113118,0.0,0.25,0.25,0.5,0.0,0.0,0.11180339887498954
18,2,FC,0.575,0.9,16,0.1001562768942676,-0.1348588058317545,0.7657031250000002,-0.5835631266236305,0.7657031250000002,-0.5835631266236305,0.1001562768942676,-0.1348588058317545,0.1333333333333333,0.0666666666666666,0.3333333333333333,0.2,0.0666666666666666,0.2,0.24622144504490268
19,1,FC,0.75,0.75,3,0.0094640251249074,0.0114764600992202,0.4035822987556458,-0.243495762348175,0.4035822987556458,-0.243495762348175,0.0118849485491712,-0.0214709937572479,0.5,0.0,0.0,0.5,0.0,0.0,0.07071067811865482
19,2,CL,0.75,0.75,6,-0.0208901109484334,-0.0211977316066622,0.570937276395162,-0.7343043784300486,0.570937276395162,-0.7343043784300486,0.2225187002593573,0.0503430243626283,0.6,0.0,0.0,0.2,0.2,0.0,0.07071067811865482
20,1,CL,0.85,0.7,4,0.0346220979200942,0.0367653146386146,0.5284589146205356,-0.5381283589771816,0.5284589146205356,-0.5381283589771816,0.092964470487548,0.0755056509796046,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.11180339887498954
20,2,FC,0.775,0.75,3,-0.0376996523700654,0.0813305030266444,0.5445000000000001,-0.6666666666666666,0.5445000000000001,-0.6666666666666666,-0.0376996523700654,0.0813305030266443,1.0,0.0,0.0,0.0,0.0,0.0,0.05590169943749479
21,1,FC,0.65,0.825,12,-0.011926101326632,0.0304829800346245,0.7410417248805364,-0.4841728707154591,0.7410417248805364,-0.4841728707154591,-0.0290331579744816,-0.0328000825829803,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.1520690632574555
21,2,CL,0.675,0.8,10,0.0273287137970328,0.0233925495296716,0.7275682389736176,-0.8167500000000001,0.7275682389736176,-0.8167500000000001,0.2103337124024595,0.1752659407392187,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.125
22,1,CL,0.65,0.825,14,0.0879512020662702,0.0870655140391102,0.6806249999999998,-0.4605568669460438,0.6806249999999998,-0.4605568669460438,0.2425851675099874,-0.0387413796504342,0.0769230769230769,0.0,0.3846153846153846,0.4615384615384615,0.0769230769230769,0.0,0.1520690632574555
22,2,FC,0.7,0.85,12,0.0345728186463626,0.2085002850120266,0.6764038165648779,-0.5312770654757818,0.6764038165648779,-0.5312770654757818,0.0345728186463626,0.2085002850120266,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.4545454545454545,0.0,0.11180339887498954
23,1,FC,0.7,0.85,10,0.0072909022779449,0.0164311777702287,0.3454909418758593,-0.6613287266932035,0.3454909418758593,-0.6613287266932035,0.0075065981363877,0.0168353349436074,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,0.0,0.11180339887498954
23,2,CL,0.675,0.8,10,-0.0043880391473832,-0.0040327970330652,0.4938174921500683,-0.6613287266932035,0.4938174921500683,-0.6613287266932035,-0.3921541369132698,0.1224008434592762,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.125
24,1,CL,0.8,0.625,6,0.1000585185194557,0.1008777179839936,0.66835356709632,-0.3210354445739226,0.66835356709632,-0.3210354445739226,0.2419304052586376,-0.1204540993137609,0.4,0.0,0.4,0.2,0.0,0.0,0.17500000000000004
24,2,FC,0.725,0.7,8,-0.0187257401024301,0.1074831357846657,0.7475685777783395,-0.346646033167839,0.7475685777783395,-0.346646033167839,-0.0115625161561183,0.106121588149108,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0,0.1250000000000001
25,1,CL,0.75,0.775,10,0.0600447349250316,0.0573826938867568,0.36336933914423,-0.7364304687485219,0.36336933914423,-0.7364304687485219,0.2239610751837102,0.3992034391070188,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.05590169943749479
25,2,FC,0.75,0.75,4,0.0750439409166574,-0.0458241603337228,0.556875,-0.613692057290435,0.556875,-0.613692057290435,0.0750439409166574,-0.0458241603337227,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.07071067811865482
26,1,CL,0.85,0.4,3,-0.0150455921888351,-0.0065704371780157,0.4328379034996032,-0.6,0.4328379034996032,-0.6,0.0997040406656817,0.0973913989470055,0.5,0.0,0.0,0.0,0.5,0.0,0.4031128874149275
26,2,FC,0.95,0.475,3,-0.0383874833583831,0.1103972513228655,0.4328379034996032,-0.6,0.4328379034996032,-0.6,-0.0242688283324241,0.0968073140829801,0.0,0.0,0.5,0.0,0.5,0.0,0.35794552658190887
27,1,CL,0.7,0.85,14,-0.0613026104315563,-0.0648334727588075,0.7046180742758291,-0.8995474753556428,0.7046180742758291,-0.8995474753556428,0.0885764879842806,0.0384157441792875,0.0,0.1538461538461538,0.2307692307692307,0.3846153846153846,0.0,0.2307692307692307,0.11180339887498954
27,2,FC,0.7,0.85,17,-0.0508442768319086,-0.0047681943325931,0.7159238006129409,-0.9393939393939394,0.7159238006129409,-0.9393939393939394,-0.0534728137666687,-0.0069833844745516,0.1875,0.0625,0.1875,0.375,0.1875,0.0,0.11180339887498954
28,1,CL,0.775,0.75,7,0.0241284575313329,0.0246933501745973,0.5619367695764813,-0.7328728510085325,0.5619367695764813,-0.7328728510085325,0.4652430266490387,0.0965199235072623,0.5,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.05590169943749479
28,2,FC,0.775,0.75,4,-0.0273066945374012,0.1390850115567445,0.5457931875,-0.75,0.5457931875,-0.75,-0.0273066945374011,0.1390850115567445,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.05590169943749479
29,1,CL,0.8,0.8,3,-0.0242942731827497,-0.0254866074770689,0.5100674271583557,-0.4195258560180663,0.5100674271583557,-0.4195258560180663,0.0516120447196198,-0.0758961372947689,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2,FC,0.75,0.775,8,-0.0129258652528127,0.0707853619630138,0.7367640614509583,-0.7865000000000002,0.7367640614509583,-0.7865000000000002,-0.0135662455577402,0.0671166796819306,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,0.05590169943749479
30,1,CL,0.725,0.725,4,-0.0199273483594879,-0.0172382771270349,0.4428835834264755,-0.75,0.4428835834264755,-0.75,0.188300497862415,0.1785010977206806,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.10606601717798222
30,2,FC,0.8,0.8,8,0.0452420905057806,-0.0113851319183595,0.7146562500000001,-0.875,0.7146562500000001,-0.875,0.0452420905057806,-0.0113851319183595,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.0,0.0
31,1,CL,0.7,0.85,11,0.0245090412949635,0.0204500508156012,0.6767666069377555,-0.9090909090909092,0.6767666069377555,-0.9090909090909092,0.2388351684821978,0.1587028031866403,0.3,0.0,0.1,0.3,0.2,0.1,0.11180339887498954
31,2,FC,0.675,0.8,15,0.0413579556289137,-0.0820445614899026,0.7604224137931034,-0.9310344827586208,0.7604224137931034,-0.9310344827586208,0.0406391733854737,-0.0851553322126467,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.125
32,1,CL,0.7,0.85,8,0.0729694212786853,0.0722753063309937,0.6544003039598465,-0.3397455928666534,0.6544003039598465,-0.3397455928666534,0.3721135351610363,-0.148861954488298,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.11180339887498954
32,2,FC,0.675,0.8,13,0.025459009509247,0.000238340983812,0.6903563646169809,-0.4425458682159975,0.6903563646169809,-0.4425458682159975,0.025459009509247,0.000238340983812,0.0,0.0,0.1666666666666666,0.25,0.0,0.5833333333333334,0.125
33,1,CL,0.7,0.85,13,-0.1018809411209076,-0.0979232331365346,0.6385498368835449,-0.7523029934709207,0.6385498368835449,-0.7523029934709207,0.0105194850071488,-0.0597969797110193,0.25,0.0,0.1666666666666666,0.3333333333333333,0.0833333333333333,0.1666666666666666,0.11180339887498954
33,2,FC,0.55,0.925,29,-0.0453621365515322,0.1198207528234042,0.7983697464548309,-0.9655172413793104,0.7983697464548309,-0.9655172413793104,-0.0453621365515322,0.1198207528234042,0.1071428571428571,0.0,0.1785714285714285,0.1071428571428571,0.2142857142857142,0.3928571428571428,0.2795084971874737
34,1,CL,0.85,0.65,2,0.0485722323258718,0.0479008754094441,0.178961435953776,-0.1323615908622741,0.178961435953776,-0.1323615908622741,0.0139650375471329,0.079020665818687,1.0,0.0,0.0,0.0,0.0,0.0,0.15811388300841897
34,2,FC,0.8,0.675,5,-0.0394383167847991,0.1199114635586738,0.4295074462890625,-0.317667818069458,0.4295074462890625,-0.317667818069458,-0.039438316784799,0.1199114635586738,0.0,0.0,0.5,0.25,0.25,0.0,0.125
35,1,CL,0.775,0.625,9,0.0726823960157001,0.0702543610378223,0.6904598194010118,-0.3543432407519397,0.6904598194010118,-0.3543432407519397,0.3301710585887242,-0.1713183732417016,0.375,0.0,0.125,0.25,0.25,0.0,0.17677669529663695
35,2,FC,0.75,0.775,8,-0.0603688755072653,0.2295287111774087,0.68470598757267,-0.3513903804123401,0.68470598757267,-0.3513903804123401,-0.0603688755072652,0.2295287111774087,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.05590169943749479
36,1,CL,0.725,0.725,13,-0.0004500570520758,0.0003150458075106,0.7090161776542664,-0.8472507908059583,0.7090161776542664,-0.8472507908059583,0.2575755664637161,0.0826241911780977,0.3333333333333333,0.0,0.0,0.25,0.4166666666666667,0.0,0.10606601717798222
36,2,FC,0.8,0.8,5,-0.0771646544337272,0.0404532639309763,0.6165358066558838,-0.8,0.6165358066558838,-0.8,-0.0771646544337272,0.0404532639309763,0.0,0.0,0.5,0.5,0.0,0.0,0.0
37,1,FC,0.675,0.8,8,0.0719631150364875,-0.037294145921866,0.4618805726369222,-0.6557083447774251,0.4618805726369222,-0.6557083447774251,0.0829885550774633,-0.052226495463401,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.125
37,2,CL,0.725,0.7,9,0.002527203903917,0.0125752509270301,0.5765835915939505,-0.7964423123527976,0.5765835915939505,-0.7964423123527976,0.1032536042632075,0.148259224791866,0.375,0.0,0.125,0.125,0.375,0.0,0.1250000000000001
38,1,FC,0.75,0.775,10,-0.0475717505440115,-0.0042773061431944,0.7115653038024903,-0.6129394233226776,0.7115653038024903,-0.6129394233226776,-0.0475717505440115,-0.0042773061431944,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.05590169943749479
38,2,CL,0.7,0.85,15,-0.0512273717050751,-0.0517627190798521,0.7405425316810608,-0.9120695869127908,0.7405425316810608,-0.9120695869127908,0.187192375109992,0.034542746993845,0.3571428571428571,0.0,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.0714285714285714,0.11180339887498954
39,1,FC,0.775,0.6,4,0.1252344250679016,-0.1013405369594693,0.2747774049639702,-0.3589662685990333,0.2747774049639702,-0.3589662685990333,0.1252344250679015,-0.1013405369594693,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.2015564437074638
39,2,CL,0.825,0.6,2,0.0013534165918827,0.0037394547834992,0.245025,-0.164025,0.245025,-0.164025,-0.0957012184527986,-0.0898680973389579,1.0,0.0,0.0,0.0,0.0,0.0,0.20155644370746378
40,1,FC,0.775,0.6,3,-0.018474942445755,0.0966620206832885,0.4346806168556213,-0.3837161064147949,0.4346806168556213,-0.3837161064147949,-0.0210583501805861,0.1051103919744491,1.0,0.0,0.0,0.0,0.0,0.0,0.2015564437074638
40,2,CL,0.8,0.8,11,-0.0703674179755828,-0.06805056350475,0.6586069952357899,-0.6671320200603288,0.6586069952357899,-0.6671320200603288,-0.0358051414086951,-0.0966329375644917,0.2,0.0,0.1,0.3,0.4,0.0,0.0
41,1,CL,0.95,0.6,6,-0.0347321141849864,-0.0329052043909376,0.3589459079772234,-0.7563154732545277,0.3589459079772234,-0.7563154732545277,0.2279736005022389,0.2517044039291677,0.6,0.0,0.0,0.0,0.4,0.0,0.25
41,2,FC,0.725,0.725,3,0.100283275047938,-0.0991985276341438,0.2924744435369968,-0.63664587657,0.2924744435369968,-0.63664587657,0.100283275047938,-0.0991985276341438,0.5,0.0,0.5,0.0,0.0,0.0,0.10606601717798222
42,1,CL,0.775,0.75,8,-0.0725125640630722,-0.0739664915949106,0.2325407264226278,-0.7675220449765523,0.2325407264226278,-0.7675220449765523,0.2620751957389378,0.2924044664673862,0.2857142857142857,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.0,0.05590169943749479
42,2,FC,0.7,0.85,10,0.0165056461235508,-0.1522728271782398,0.2425747499999999,-0.9,0.2425747499999999,-0.9,0.0165056461235508,-0.1522728271782398,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.11180339887498954
43,1,FC,0.75,0.775,21,0.0487926518544554,-0.099015695940158,0.6348111207892255,-0.5779375346695504,0.6348111207892255,-0.5779375346695504,0.0474230699862042,-0.0956124534852625,0.3,0.05,0.05,0.1,0.35,0.15,0.05590169943749479
43,2,CL,0.75,0.75,13,0.0252772179991006,0.0154769083857536,0.7341441543454224,-0.8572120571136475,0.7341441543454224,-0.8572120571136475,0.0934574959998899,0.0852546009542064,0.1666666666666666,0.0833333333333333,0.25,0.1666666666666666,0.3333333333333333,0.0,0.07071067811865482
44,1,CL,0.775,0.75,4,0.1114677488803863,0.1092465426772832,0.5239849984645844,-0.3437302178144455,0.5239849984645844,-0.3437302178144455,0.1905875091790011,0.0070014996039861,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.05590169943749479
44,2,FC,0.625,0.775,7,-0.0137009567448071,0.1750733809811728,0.6233529618808201,-0.5207142857142857,0.6233529618808201,-0.5207142857142857,-0.013700956744807,0.1750733809811728,0.1666666666666666,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.17677669529663695
45,1,CL,0.7,0.725,4,0.0369258075952529,0.0381701113656163,0.5109177678823471,-0.3483208268880843,0.5109177678823471,-0.3483208268880843,-0.0748150930725775,-0.0752905410569422,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1250000000000001
45,2,FC,0.8,0.8,8,0.0128557598218321,0.0885021097492426,0.5960707291960716,-0.4297880071548704,0.5960707291960716,-0.4297880071548704,0.0128557598218321,0.0885021097492426,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.0,0.0
46,1,FC,0.775,0.75,6,-0.0228558667004108,-0.0941805948580925,0.473716805378596,-0.5201628307501475,0.473716805378596,-0.5201628307501475,-0.0228558667004108,-0.0941805948580925,0.4,0.0,0.0,0.0,0.6,0.0,0.05590169943749479
46,2,CL,0.8,0.8,5,-0.1453160300850868,-0.1430974960327148,0.4547681331634521,-0.8,0.4547681331634521,-0.8,0.0918521132016941,0.0376400217447522,0.5,0.0,0.25,0.0,0.25,0.0,0.0
47,1,FC,0.675,0.8,5,0.0165150624234229,-0.0667163845565584,0.2737605770428975,-0.4360264009899563,0.2737605770428975,-0.4360264009899563,0.0078162002610042,-0.0857499942183494,0.25,0.0,0.0,0.25,0.5,0.0,0.125
47,2,CL,0.7,0.85,12,-0.0473832060461459,-0.0472446975662656,0.7235793857934785,-0.8258364866090859,0.7235793857934785,-0.8258364866090859,0.0067104374970929,0.0069110661909625,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.0,0.4545454545454545,0.0,0.11180339887498954
48,1,FC,0.75,0.75,9,-0.0062954611688231,0.3045148683918847,0.5575218730502658,-0.085210449165768,0.5575218730502658,-0.085210449165768,-0.0062954611688231,0.3045148683918847,0.375,0.0,0.0,0.25,0.25,0.125,0.07071067811865482
48,2,CL,0.75,0.775,8,0.2313117603460947,0.233981105685234,0.6040406238301596,-0.2320701323250929,0.6040406238301596,-0.2320701323250929,0.3608385180885967,0.0727898833529806,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.05590169943749479
49,1,FC,0.625,0.775,8,0.0372769221663475,-0.1104623094201087,0.5423054615656535,-0.5352209329605102,0.5423054615656535,-0.5352209329605102,0.0408070744015276,-0.1201484105549752,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.1428571428571428,0.17677669529663695
49,2,CL,0.775,0.55,6,-0.0437187606638128,-0.0522146316414529,0.5119666944850575,-0.8181818181818182,0.5119666944850575,-0.8181818181818182,0.1704888040074026,0.1225872701706177,0.6,0.0,0.0,0.2,0.0,0.2,0.25124689052802224
50,1,FC,0.7,0.85,4,0.0020713503472506,-0.0542917260900139,0.5763552635908127,-0.4656442254781723,0.5763552635908127,-0.4656442254781723,0.0020713503472507,-0.0542917260900139,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.11180339887498954
50,2,CL,0.65,0.8,10,-0.1511106949887777,-0.147245709490227,0.7307763157894739,-0.8947368421052632,0.7307763157894739,-0.8947368421052632,-0.1125432416991484,-0.1084762602593394,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.15000000000000002
51,1,FC,0.7,0.725,4,0.1823585678025015,-0.2219401619264057,0.4824701803071158,-0.6371523227010455,0.4824701803071158,-0.6371523227010455,0.1590814675437286,-0.2084919102489948,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1250000000000001
51,2,CL,0.85,0.525,4,-0.0126318357652053,-0.0159942731261253,0.5065936893224716,-0.7230033129453659,0.5065936893224716,-0.7230033129453659,0.0329461196473822,0.1125131795710582,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.2795084971874737
